normalised_url,classifications,source_zips,match_kind,in_current_sitemap,route_family,locale,http_status,validation_status,last_crawl_export,syncing_heuristic
https://goalcurrent.live/ar/premier-league/clubs/bournemouth,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/clubs/brentford,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/clubs/fulham,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/clubs/manchester-city,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/clubs/manchester-united,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/clubs/southampton,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/premier-league/match/1557367,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557370,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557375,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557386,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557390,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557393,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557401,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557409,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557414,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557416,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557428,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557435,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557439,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557440,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-05,
https://goalcurrent.live/ar/premier-league/match/1557450,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557454,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557458,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-07,
https://goalcurrent.live/ar/premier-league/match/1557464,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-06,
https://goalcurrent.live/ar/premier-league/match/1557467,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557476,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-08,
https://goalcurrent.live/ar/premier-league/match/1557483,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557502,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557504,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557513,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557520,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557526,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557534,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557536,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557550,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-07,
https://goalcurrent.live/ar/premier-league/match/1557555,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557558,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557581,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557584,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
